index,distance,classify_label,real_label
3961,-29,0,1
3962,149,1,0
3963,130,1,0
3964,18,1,1
3965,-49,0,1
3966,124,1,0
3967,70,1,0
3968,93,1,1
3969,8,1,1
3970,312,1,0
3971,77,1,0
3972,-58,0,1
3973,-106,0,1
3974,126,1,0
3975,86,1,0
3976,-156,0,1
3977,-79,0,1
3978,166,1,0
3979,155,1,0
3980,-95,0,1
3981,33,1,1
3982,309,1,0
3983,89,1,0
3984,-62,0,1
3985,-82,0,1
3986,168,1,0
3987,102,1,0
3988,-162,0,1
3989,-47,0,1
3990,112,1,0
3991,63,1,0
3992,-78,0,1
3993,-52,0,1
3994,316,1,0
3995,91,1,0
3996,6,1,1
3997,-77,0,1
3998,121,1,0
3999,59,1,0
4000,-60,0,1
4001,298,1,1
4002,105,1,0
4003,-21,0,0
4004,-69,0,1
4005,87,1,1
4006,105,1,0
4007,-38,0,0
4008,-67,0,1
4009,133,1,1
4010,226,1,0
4011,-72,0,0
4012,0,0,1
4013,122,1,1
4014,143,1,0
4015,-36,0,0
4016,-95,0,1
4017,202,1,1
4018,15,1,0
4019,88,1,0
4020,-63,0,1
4021,341,1,1
4022,-101,0,0
4023,78,1,0
4024,-57,0,1
4025,141,1,1
4026,31,1,0
4027,95,1,0
4028,-31,0,1
4029,115,1,1
4030,-20,0,0
4031,76,1,0
4032,-11,0,1
4033,286,1,1
4034,-38,0,0
4035,116,1,0
4036,-111,0,1
4037,179,1,1
4038,-15,0,0
4039,70,1,0
4040,48,1,1
4041,320,1,1
4042,-13,0,0
4043,72,1,0
4044,74,1,1
4045,200,1,1
4046,-64,0,0
4047,83,1,0
4048,61,1,1
4049,160,1,1
4050,-18,0,0
4051,58,1,0
4052,-40,0,1
4053,109,1,1
4054,-52,0,0
4055,127,1,0
4056,-82,0,1
4057,303,1,0
4058,-24,0,1
4059,121,1,0
4060,-104,0,1
4061,150,1,1
4062,-26,0,0
4063,113,1,0
4064,-55,0,1
4065,174,1,1
4066,-10,0,0
4067,83,1,0
4068,1,1,1
4069,145,1,1
4070,-25,0,0
4071,117,1,0
4072,39,1,1
4073,84,1,1
4074,128,1,0
4075,-53,0,1
4076,244,1,1
4077,-89,0,1
4078,109,1,1
4079,-17,0,1
4080,214,1,1
4081,-13,0,1
4082,80,1,1
4083,-47,0,1
4084,202,1,1
4085,110,1,1
4086,24,1,1
4087,75,1,1
4088,81,1,1
4089,126,1,1
4090,-105,0,1
4091,47,1,1
4092,28,1,1
4093,58,1,0
4094,-62,0,1
4095,52,1,1
4096,53,1,1
4097,-72,0,0
4098,89,1,1
4099,-31,0,1
4100,-61,0,1
4101,-83,0,0
4102,158,1,1
4103,66,1,1
4104,158,1,1
4105,-65,0,0
4106,77,1,1
4107,-30,0,1
4108,59,1,1
4109,52,1,0
4110,76,1,1
4111,125,1,1
4112,-72,0,1
4113,15,1,0
4114,73,1,1
4115,-93,0,1
4116,-27,0,1
4117,23,1,0
4118,84,1,1
4119,-30,0,1
4120,168,1,1
4121,-21,0,0
4122,103,1,1
4123,83,1,1
4124,180,1,1
4125,53,1,0
4126,144,1,1
4127,58,1,1
4128,190,1,1
4129,77,1,1
4130,67,1,0
4131,94,1,1
4132,106,1,1
4133,64,1,1
4134,147,1,0
4135,-10,0,1
4136,157,1,1
4137,20,1,1
4138,20,1,0
4139,-1,0,1
4140,-53,0,1
4141,131,1,1
4142,67,1,0
4143,-61,0,1
4144,-198,0,1
4145,100,1,1
4146,65,1,0
4147,30,1,1
4148,-148,0,1
4149,41,1,1
4150,26,1,0
4151,-42,0,1
4152,-15,0,1
4153,135,1,1
4154,-34,0,0
4155,-34,0,1
4156,-103,0,1
4157,115,1,1
4158,7,1,0
4159,58,1,1
4160,111,1,1
4161,69,1,1
4162,53,1,0
4163,71,1,1
4164,13,1,1
4165,46,1,1
4166,13,1,0
4167,-38,0,1
4168,-232,0,1
4169,123,1,1
4170,-4,0,0
4171,40,1,1
4172,-180,0,1
4173,82,1,0
4174,-48,0,1
4175,-89,0,1
4176,-144,0,0
4177,62,1,1
4178,-65,0,1
4179,0,0,1
4180,-167,0,0
4181,78,1,1
4182,35,1,1
4183,139,1,1
4184,-189,0,0
4185,95,1,1
4186,11,1,1
4187,-35,0,1
4188,-135,0,1
4189,108,1,0
4190,-37,0,1
4191,57,1,1
4192,-44,0,0
4193,108,1,1
4194,-87,0,1
4195,-21,0,1
4196,-174,0,0
4197,95,1,1
4198,-66,0,1
4199,47,1,0
4200,-105,0,1
4201,104,1,1
4202,-47,0,1
4203,-32,0,0
4204,-133,0,1
4205,150,1,1
4206,-2,0,1
4207,-31,0,1
4208,111,1,1
4209,-143,0,0
4210,-32,0,1
4211,86,1,1
4212,166,1,1
4213,171,1,0
4214,-133,0,1
4215,166,1,1
4216,96,1,1
4217,-23,0,1
4218,-130,0,0
4219,-40,0,1
4220,73,1,1
4221,-3,0,1
4222,-137,0,0
4223,62,1,1
4224,79,1,1
4225,-1,0,1
4226,-162,0,0
4227,-25,0,1
4228,158,1,1
4229,-49,0,0
4230,-142,0,1
4231,200,1,1
4232,122,1,1
4233,-35,0,1
4234,-112,0,0
4235,125,1,1
4236,56,1,1
4237,204,1,1
4238,-158,0,0
4239,3,1,1
4240,126,1,1
4241,-158,0,1
4242,46,1,0
4243,-90,0,1
4244,111,1,1
4245,-170,0,1
4246,-20,0,0
4247,-96,0,1
4248,131,1,1
4249,7,1,1
4250,-104,0,1
4251,21,1,0
4252,68,1,1
4253,10,1,1
4254,-141,0,1
4255,-27,0,0
4256,79,1,1
4257,35,1,1
4258,-123,0,1
4259,175,1,0
4260,55,1,1
4261,-23,0,1
4262,-121,0,0
4263,-26,0,1
4264,83,1,1
4265,44,1,1
4266,25,1,0
4267,-29,0,1
4268,67,1,1
4269,71,1,1
4270,-40,0,0
4271,21,1,1
4272,56,1,1
4273,-4,0,1
4274,-33,0,0
4275,-12,0,1
4276,122,1,1
4277,-24,0,1
4278,-38,0,0
4279,77,1,1
4280,95,1,1
4281,-43,0,1
4282,-67,0,0
4283,-11,0,1
4284,26,1,1
4285,120,1,1
4286,0,0,0
4287,70,1,1
4288,38,1,1
4289,134,1,1
4290,10,1,0
4291,100,1,1
4292,66,1,1
4293,81,1,1
4294,47,1,0
4295,1,1,1
4296,39,1,1
4297,-112,0,1
4298,86,1,0
4299,276,1,1
4300,53,1,1
4301,93,1,1
4302,56,1,0
4303,85,1,1
4304,41,1,1
4305,-9,0,1
4306,62,1,0
4307,105,1,1
4308,20,1,1
4309,20,1,1
4310,67,1,0
4311,108,1,1
4312,71,1,1
4313,-32,0,1
4314,77,1,0
4315,98,1,1
4316,87,1,1
4317,-51,0,1
4318,109,1,0
4319,-19,0,1
4320,88,1,1
4321,-46,0,1
4322,58,1,0
4323,-182,0,1
4324,38,1,1
4325,100,1,1
4326,159,1,0
4327,-76,0,1
4328,-4,0,1
4329,-44,0,1
4330,65,1,0
4331,-46,0,1
4332,-18,0,1
4333,-70,0,1
4334,45,1,1
4335,-186,0,1
4336,22,1,1
4337,5,1,1
4338,57,1,1
4339,-117,0,1
4340,-13,0,1
4341,-16,0,1
4342,95,1,1
4343,-48,0,1
4344,22,1,1
4345,-36,0,1
4346,75,1,1
4347,-91,0,1
4348,11,1,1
4349,14,1,1
4350,97,1,1
4351,-7,0,1
4352,4,1,1
4353,52,1,1
4354,105,1,1
4355,31,1,1
4356,-59,0,1
4357,102,1,1
4358,103,1,1
4359,19,1,1
4360,-83,0,1
4361,-29,0,1
4362,69,1,1
4363,-3,0,1
4364,-15,0,1
4365,-38,0,1
4366,91,1,1
4367,4,1,1
4368,-150,0,1
4369,-39,0,1
4370,63,1,1
4371,51,1,1
4372,-90,0,1
4373,-37,0,1
4374,111,1,1
4375,157,1,1
4376,-213,0,1
4377,-34,0,1
4378,52,1,1
4379,34,1,1
4380,-52,0,1
4381,24,1,1
4382,-226,0,1
4383,9,1,1
4384,161,1,1
4385,98,1,1
4386,-122,0,1
4387,-20,0,1
4388,-58,0,1
4389,54,1,1
4390,28,1,1
4391,23,1,1
4392,29,1,1
4393,-18,0,1
4394,-126,0,1
4395,51,1,1
4396,30,1,1
4397,1,1,1
4398,-95,0,1
4399,54,1,1
4400,96,1,1
4401,-57,0,1
4402,32,1,1
4403,39,1,1
4404,51,1,1
4405,-40,0,1
4406,-73,0,1
4407,41,1,1
4408,54,1,1
4409,-19,0,1
4410,-83,0,1
4411,16,1,1
4412,78,1,1
4413,-45,0,1
4414,-105,0,1
4415,22,1,1
4416,59,1,1
4417,2,1,1
4418,22,1,1
4419,92,1,1
4420,55,1,1
4421,-2,0,1
4422,-157,0,1
4423,56,1,1
4424,99,1,1
4425,-78,0,1
4426,26,1,1
4427,73,1,1
4428,30,1,1
4429,-29,0,1
4430,-12,0,1
4431,61,1,1
4432,37,1,1
4433,-105,0,1
4434,59,1,1
4435,61,1,1
4436,73,1,1
4437,46,1,1
4438,41,1,1
4439,63,1,1
4440,84,1,1
4441,30,1,1
4442,81,1,1
4443,24,1,1
4444,50,1,1
4445,36,1,1
4446,-15,0,1
4447,52,1,1
4448,88,1,1
4449,5,1,1
4450,49,1,1
4451,-28,0,1
4452,55,1,1
4453,-88,0,1
4454,119,1,1
4455,137,1,1
4456,118,1,1
4457,-28,0,1
4458,73,1,1
4459,26,1,1
4460,103,1,1
4461,85,1,1
4462,248,1,1
4463,34,1,1
4464,80,1,1
4465,48,1,1
4466,180,1,1
4467,32,1,1
4468,93,1,1
4469,171,1,1
4470,26,1,1
4471,40,1,1
4472,76,1,1
4473,32,1,1
4474,201,1,1
4475,39,1,1
4476,69,1,1
4477,101,1,1
4478,-11,0,1
4479,72,1,1
4480,-79,0,1
4481,-106,0,1
4482,42,1,1
4483,75,1,1
4484,26,1,1
4485,-85,0,1
4486,43,1,1
4487,47,1,1
4488,-54,0,1
4489,-85,0,1
4490,77,1,1
4491,76,1,1
4492,24,1,1
4493,-106,0,1
4494,17,1,1
4495,-2,0,1
4496,40,1,1
4497,-46,0,1
4498,29,1,1
4499,31,1,1
4500,-49,0,1
4501,-71,0,1
4502,-37,0,1
4503,37,1,1
4504,70,1,1
4505,-140,0,1
4506,-52,0,1
4507,88,1,1
4508,-110,0,1
4509,27,1,1
4510,-27,0,1
4511,65,1,1
4512,46,1,1
4513,-52,0,1
4514,56,1,1
4515,-67,0,1
4516,43,1,1
4517,-42,0,1
4518,110,1,1
4519,6,1,1
4520,44,1,1
4521,-22,0,1
4522,98,1,1
4523,-63,0,1
4524,83,1,1
4525,-23,0,1
4526,-59,0,1
4527,-71,0,1
4528,86,1,1
4529,-15,0,1
4530,9,1,1
4531,-57,0,1
4532,85,1,1
4533,248,1,1
4534,78,1,1
4535,6,1,1
4536,40,1,1
4537,5,1,1
4538,-31,0,1
4539,72,1,1
4540,21,1,1
4541,100,1,1
4542,70,1,1
4543,-137,0,1
4544,37,1,1
4545,-55,0,1
4546,47,1,1
4547,88,1,1
4548,12,1,1
4549,72,1,1
4550,96,1,1
4551,-67,0,1
4552,95,1,1
4553,52,1,1
4554,69,1,1
4555,86,1,1
4556,104,1,1
4557,70,1,1
4558,97,1,1
4559,11,1,1
4560,50,1,1
4561,49,1,1
4562,35,1,1
4563,-38,0,1
4564,82,1,1
4565,41,1,1
4566,210,1,1
4567,-4,0,1
4568,52,1,1
4569,24,1,1
4570,-9,0,1
4571,130,1,1
4572,87,1,1
4573,-27,0,1
4574,107,1,1
4575,20,1,1
4576,83,1,1
4577,63,1,1
4578,-33,0,1
4579,6,1,1
4580,70,1,1
4581,45,1,1
4582,65,1,1
4583,134,1,1
4584,83,1,1
4585,-25,0,1
4586,78,1,1
4587,118,1,1
4588,13,1,1
4589,96,1,1
4590,27,1,1
4591,-62,0,1
4592,58,1,1
4593,98,1,1
4594,73,1,1
4595,87,1,1
4596,76,1,1
4597,-22,0,1
4598,132,1,1
4599,-35,0,1
4600,11,1,1
4601,53,1,1
4602,-31,0,1
4603,70,1,1
4604,93,1,1
4605,-71,0,1
4606,99,1,1
4607,-31,0,1
4608,60,1,1
4609,-8,0,1
4610,197,1,1
4611,74,1,1
4612,86,1,1
4613,20,1,1
4614,119,1,1
4615,-5,0,1
4616,70,1,1
4617,16,1,1
4618,89,1,1
4619,-66,0,1
4620,69,1,1
4621,-4,0,1
4622,88,1,1
4623,137,1,1
4624,75,1,1
4625,55,1,1
4626,15,1,1
4627,26,1,1
4628,53,1,1
4629,12,1,1
4630,-16,0,1
4631,69,1,1
4632,75,1,1
4633,91,1,1
4634,-24,0,1
4635,42,1,1
4636,45,1,1
4637,50,1,1
4638,-67,0,1
4639,27,1,1
4640,52,1,1
4641,12,1,1
4642,116,1,1
4643,94,1,1
4644,49,1,1
4645,51,1,1
4646,4,1,1
4647,123,1,1
4648,52,1,1
4649,25,1,1
4650,98,1,1
4651,-1,0,1
4652,47,1,1
4653,-5,0,1
4654,11,1,1
4655,97,1,1
4656,75,1,1
4657,32,1,1
4658,7,1,1
4659,151,1,1
4660,49,1,1
4661,-15,0,1
4662,-1,0,1
4663,50,1,1
4664,59,1,1
4665,171,1,1
4666,76,1,1
4667,190,1,1
4668,71,1,1
4669,16,1,1
4670,220,1,1
4671,13,1,1
4672,68,1,1
4673,15,1,1
4674,132,1,1
4675,16,1,1
4676,84,1,1
4677,-26,0,1
4678,99,1,1
4679,-26,0,1
4680,40,1,1
4681,47,1,1
4682,233,1,1
4683,162,1,1
4684,61,1,1
4685,77,1,1
4686,245,1,1
4687,-2,0,1
4688,46,1,1
4689,16,1,1
4690,255,1,1
4691,162,1,1
4692,33,1,1
4693,-13,0,1
4694,122,1,1
4695,14,1,1
4696,50,1,1
4697,-27,0,1
4698,159,1,1
4699,149,1,1
4700,50,1,1
4701,-41,0,1
4702,66,1,1
4703,26,1,1
4704,39,1,1
4705,16,1,1
4706,252,1,1
4707,-101,0,1
4708,100,1,1
4709,34,1,1
4710,-106,0,1
4711,266,1,1
4712,55,1,1
4713,-41,0,1
4714,-121,0,1
4715,159,1,1
4716,40,1,1
4717,-60,0,1
4718,-63,0,1
4719,28,1,1
4720,64,1,1
4721,24,1,1
4722,102,1,1
4723,88,1,1
4724,113,1,1
4725,-76,0,1
4726,-83,0,1
4727,23,1,1
4728,69,1,1
4729,-3,0,1
4730,-56,0,1
4731,92,1,1
4732,49,1,1
4733,32,1,1
4734,29,1,1
4735,198,1,1
4736,48,1,1
4737,-71,0,1
4738,-54,0,1
4739,-32,0,1
4740,58,1,1
4741,-34,0,1
4742,-28,0,1
4743,9,1,1
4744,62,1,1
4745,1,1,1
4746,-13,0,1
4747,33,1,1
4748,39,1,1
4749,-104,0,1
4750,43,1,1
4751,-18,0,1
4752,45,1,1
4753,105,1,1
4754,-4,0,1
4755,107,1,1
4756,66,1,1
4757,-39,0,1
4758,20,1,1
4759,221,1,1
4760,31,1,1
4761,-71,0,1
4762,18,1,1
4763,233,1,1
4764,54,1,1
4765,80,1,1
4766,-84,0,1
4767,66,1,1
4768,70,1,1
4769,-70,0,1
4770,7,1,1
4771,122,1,1
4772,12,1,1
4773,106,1,1
4774,6,1,1
4775,306,1,1
4776,75,1,1
4777,-100,0,1
4778,-3,0,1
4779,253,1,1
4780,103,1,1
4781,-57,0,1
4782,20,1,1
4783,87,1,1
4784,91,1,1
4785,-50,0,1
4786,81,1,1
4787,29,1,1
4788,109,1,1
4789,0,0,1
4790,38,1,1
4791,104,1,1
4792,-74,0,1
4793,15,1,0
4794,138,1,1
4795,8,1,1
4796,7,1,1
4797,74,1,0
4798,15,1,1
4799,79,1,1
4800,12,1,1
4801,89,1,0
4802,-81,0,1
4803,35,1,1
4804,-67,0,0
4805,52,1,0
4806,-73,0,1
4807,-10,0,1
4808,65,1,0
4809,41,1,0
4810,-11,0,1
4811,83,1,1
4812,74,1,0
4813,109,1,0
4814,-22,0,0
4815,-49,0,1
4816,70,1,0
4817,131,1,0
4818,-80,0,0
4819,-12,0,1
4820,59,1,0
4821,177,1,0
4822,76,1,0
4823,38,1,1
4824,80,1,0
4825,94,1,0
4826,52,1,0
4827,-117,0,1
4828,91,1,0
4829,58,1,0
4830,87,1,0
4831,267,1,1
4832,124,1,0
4833,51,1,0
4834,-41,0,0
4835,163,1,1
4836,86,1,0
4837,62,1,0
4838,-33,0,0
4839,24,1,1
4840,31,1,0
4841,94,1,0
4842,-143,0,0
4843,13,1,1
4844,53,1,0
4845,10,1,0
4846,-39,0,0
4847,114,1,1
4848,16,1,0
4849,-47,0,0
4850,69,1,1
4851,-7,0,0
4852,64,1,0
4853,61,1,0
4854,-30,0,1
4855,85,1,0
4856,36,1,0
4857,28,1,0
4858,60,1,0
4859,-22,0,1
4860,13,1,0
4861,4,1,0
4862,57,1,0
4863,104,1,1
4864,57,1,0
4865,44,1,0
4866,-12,0,0
4867,-47,0,1
4868,47,1,0
4869,54,1,0
4870,213,1,0
4871,116,1,1
4872,86,1,0
4873,66,1,0
4874,105,1,0
4875,-61,0,1
4876,43,1,0
4877,47,1,0
4878,171,1,1
4879,-8,0,0
4880,75,1,0
4881,42,1,1
4882,44,1,0
4883,62,1,0
4884,23,1,0
4885,36,1,1
4886,48,1,0
4887,-36,0,0
4888,82,1,0
4889,122,1,1
4890,118,1,0
4891,10,1,0
4892,23,1,0
4893,241,1,0
4894,147,1,1
4895,15,1,0
4896,24,1,0
4897,126,1,1
4898,112,1,0
4899,-74,0,0
4900,98,1,0
4901,28,1,1
4902,5,1,0
4903,86,1,0
4904,70,1,0
4905,112,1,1
4906,64,1,0
4907,-10,0,0
4908,108,1,0
4909,70,1,1
4910,97,1,0
4911,103,1,0
4912,112,1,0
4913,-75,0,1
4914,-9,0,0
4915,271,1,0
4916,147,1,0
4917,-38,0,1
4918,159,1,0
4919,49,1,0
4920,-33,0,0
4921,145,1,1
4922,67,1,0
4923,74,1,0
4924,90,1,0
4925,147,1,1
4926,80,1,0
4927,124,1,0
4928,116,1,0
4929,44,1,1
4930,131,1,0
4931,138,1,0
4932,84,1,0
4933,160,1,1
4934,87,1,0
4935,120,1,0
4936,33,1,0
4937,144,1,1
4938,115,1,0
4939,80,1,0
4940,17,1,0
4941,61,1,0
4942,113,1,1
4943,123,1,0
4944,90,1,0
4945,100,1,0
4946,-8,0,0
4947,128,1,1
4948,30,1,0
4949,46,1,0
4950,2,1,1
4951,75,1,0
4952,107,1,0
4953,16,1,0
4954,53,1,1
4955,-11,0,0
4956,116,1,0
4957,9,1,0
4958,-33,0,1
4959,117,1,0
4960,-27,0,0
4961,61,1,0
4962,123,1,1
4963,122,1,0
4964,17,1,0
4965,-5,0,0
4966,72,1,1
4967,117,1,0
4968,10,1,0
4969,-27,0,0
4970,49,1,1
4971,74,1,0
4972,-25,0,0
4973,123,1,0
4974,50,1,1
4975,96,1,0
4976,6,1,0
4977,-39,0,0
4978,74,1,0
4979,250,1,1
4980,-22,0,0
4981,93,1,0
4982,41,1,0
4983,80,1,1
4984,97,1,0
4985,205,1,0
4986,95,1,0
4987,58,1,1
4988,13,1,0
4989,250,1,0
4990,85,1,1
4991,68,1,0
4992,9,1,0
4993,31,1,0
4994,186,1,1
4995,51,1,0
4996,-58,0,0
4997,193,1,0
4998,233,1,1
4999,50,1,0
5000,-71,0,0
5001,145,1,1
5002,45,1,0
5003,77,1,0
5004,76,1,0
5005,106,1,1
5006,45,1,0
5007,34,1,0
5008,-17,0,0
5009,31,1,1
5010,50,1,0
5011,27,1,0
5012,104,1,0
5013,26,1,1
5014,68,1,0
5015,31,1,0
5016,-9,0,0
5017,-53,0,1
5018,97,1,0
5019,47,1,0
5020,-64,0,1
5021,131,1,0
5022,41,1,0
5023,76,1,0
5024,-80,0,1
5025,89,1,0
5026,92,1,0
5027,57,1,0
5028,-16,0,1
5029,186,1,0
5030,84,1,0
5031,36,1,0
5032,248,1,0
5033,-111,0,1
5034,202,1,0
5035,102,1,0
5036,375,1,0
5037,-14,0,1
5038,89,1,0
5039,64,1,0
5040,208,1,0
5041,24,1,1
5042,75,1,0
5043,58,1,0
5044,331,1,1
5045,21,1,1
5046,86,1,0
5047,86,1,0
5048,278,1,1
5049,0,0,1
5050,84,1,0
5051,46,1,0
5052,252,1,1
5053,-11,0,1
5054,51,1,0
5055,11,1,0
5056,404,1,1
5057,54,1,1
5058,79,1,0
5059,-16,0,0
5060,346,1,1
5061,31,1,1
5062,-30,0,0
5063,36,1,0
5064,230,1,1
5065,36,1,1
5066,59,1,0
5067,62,1,0
5068,202,1,1
5069,79,1,1
5070,65,1,0
5071,-46,0,0
5072,228,1,1
5073,35,1,1
5074,26,1,0
5075,12,1,0
5076,167,1,1
5077,-5,0,0
5078,33,1,1
5079,-47,0,0
5080,203,1,1
5081,19,1,1
5082,54,1,0
5083,139,1,0
5084,168,1,1
5085,-68,0,1
5086,41,1,0
5087,-15,0,0
5088,180,1,1
5089,21,1,1
5090,53,1,0
5091,-24,0,0
5092,185,1,1
5093,-9,0,1
5094,56,1,0
5095,24,1,0
5096,384,1,1
5097,-29,0,1
5098,100,1,0
5099,-57,0,0
5100,217,1,1
5101,-6,0,1
5102,87,1,0
5103,-1,0,0
5104,296,1,1
5105,-9,0,0
5106,45,1,1
5107,-7,0,0
5108,153,1,1
5109,-7,0,0
5110,92,1,1
5111,-13,0,0
5112,145,1,1
5113,6,1,0
5114,122,1,1
5115,-17,0,0
5116,164,1,1
5117,-4,0,0
5118,88,1,1
5119,-20,0,0
5120,264,1,1
5121,-35,0,1
5122,48,1,0
5123,-23,0,0
5124,237,1,1
5125,-40,0,1
5126,39,1,0
5127,-7,0,0
5128,46,1,1
5129,247,1,1
5130,58,1,0
5131,-34,0,0
5132,-55,0,1
5133,258,1,1
5134,61,1,0
5135,11,1,0
5136,144,1,1
5137,-41,0,1
5138,-45,0,0
5139,74,1,0
5140,201,1,1
5141,-20,0,1
5142,11,1,0
5143,114,1,0
5144,192,1,1
5145,-49,0,1
5146,139,1,0
5147,30,1,0
5148,233,1,1
5149,-8,0,0
5150,-11,0,1
5151,118,1,0
5152,192,1,1
5153,-55,0,0
5154,66,1,1
5155,-1,0,0
5156,141,1,1
5157,15,1,0
5158,41,1,1
5159,-11,0,0
5160,193,1,1
5161,-55,0,0
5162,25,1,1
5163,18,1,0
5164,257,1,1
5165,73,1,1
5166,39,1,0
5167,-53,0,0
5168,278,1,1
5169,-7,0,1
5170,-34,0,0
5171,76,1,0
5172,175,1,1
5173,-72,0,1
5174,54,1,0
5175,-32,0,0
5176,157,1,1
5177,31,1,1
5178,-4,0,0
5179,73,1,0
5180,205,1,1
5181,-12,0,1
5182,37,1,0
5183,54,1,0
5184,117,1,1
5185,-23,0,1
5186,-60,0,0
5187,82,1,0
5188,154,1,1
5189,-2,0,1
5190,-11,0,0
5191,21,1,0
5192,262,1,1
5193,-44,0,1
5194,-59,0,0
5195,61,1,0
5196,415,1,1
5197,2,1,1
5198,-13,0,0
5199,46,1,0
5200,178,1,1
5201,-31,0,1
5202,170,1,0
5203,8,1,0
5204,211,1,1
5205,18,1,1
5206,29,1,0
5207,27,1,0
5208,139,1,1
5209,-59,0,1
5210,75,1,0
5211,40,1,0
5212,194,1,1
5213,2,1,1
5214,32,1,0
5215,7,1,0
5216,135,1,1
5217,104,1,1
5218,8,1,0
5219,-45,0,0
5220,123,1,1
5221,-23,0,1
5222,30,1,0
5223,96,1,0
5224,236,1,1
5225,165,1,1
5226,39,1,0
5227,-12,0,0
5228,109,1,1
5229,55,1,1
5230,-32,0,0
5231,33,1,0
5232,173,1,1
5233,41,1,1
5234,-32,0,0
5235,-14,0,0
5236,197,1,1
5237,8,1,1
5238,8,1,0
5239,-21,0,0
5240,343,1,1
5241,48,1,1
5242,-15,0,0
5243,-44,0,0
5244,421,1,1
5245,68,1,1
5246,-9,0,0
5247,-31,0,0
5248,192,1,1
5249,-69,0,1
5250,48,1,0
5251,25,1,0
5252,-30,0,1
5253,333,1,1
5254,106,1,0
5255,-52,0,0
5256,149,1,1
5257,-60,0,1
5258,12,1,0
5259,43,1,0
5260,101,1,1
5261,-43,0,1
5262,-5,0,0
5263,26,1,0
5264,130,1,1
5265,-36,0,1
5266,-11,0,0
5267,73,1,0
5268,-180,0,1
5269,-30,0,1
5270,-27,0,0
5271,11,1,0
5272,-225,0,1
5273,-34,0,1
5274,74,1,0
5275,54,1,0
5276,-218,0,1
5277,-35,0,1
5278,100,1,0
5279,49,1,0
5280,-197,0,1
5281,-73,0,1
5282,79,1,0
5283,-58,0,0
5284,24,1,1
5285,-12,0,0
5286,71,1,0
5287,-70,0,0
5288,-124,0,1
5289,-60,0,0
5290,78,1,0
5291,23,1,0
5292,-78,0,1
5293,-49,0,0
5294,88,1,0
5295,14,1,0
5296,-46,0,1
5297,-58,0,0
5298,89,1,0
5299,53,1,0
5300,-230,0,1
5301,65,1,0
5302,-95,0,0
5303,32,1,0
5304,-230,0,0
5305,-33,0,1
5306,77,1,0
5307,-25,0,0
5308,-105,0,0
5309,48,1,1
5310,69,1,0
5311,92,1,0
5312,34,1,0
5313,-40,0,0
5314,-165,0,1
5315,21,1,0
5316,-206,0,0
5317,12,1,0
5318,-142,0,1
5319,40,1,0
5320,-229,0,0
5321,30,1,0
5322,-11,0,1
5323,69,1,0
5324,24,1,0
5325,-198,0,0
5326,-141,0,1
5327,25,1,0
5328,48,1,0
5329,35,1,0
5330,-144,0,1
5331,58,1,0
5332,162,1,0
5333,-226,0,1
5334,-121,0,0
5335,93,1,0
5336,-97,0,0
5337,-70,0,1
